jobTitle,department,earnings,year,serviceArea,hourlyWage,status
utility worker/ parks,parks,13527.5,2016,community and operation services,NA,part time
clerical aide,cultural services,13497.9,2016,community and operation services,NA,part time
forestry field worker i,parks,13377.38,2016,community and operation services,NA,part time
clerical aide,recreation,13370.8,2016,community and operation services,NA,part time
equipment operator/ golf,parks,13296.9,2016,community and operation services,NA,part time
program coordinator,recreation,13296.24,2016,community and operation services,NA,part time
facility attendant,recreation,13274.15,2016,community and operation services,NA,part time
clerical aide,recreation,13233.1,2016,community and operation services,NA,part time
equipment operator/ parks,parks,13151,2016,community and operation services,NA,part time
utilities systems project mgr,ut water systems engr div,13145.6,2016,utility services,NA,part time
facility attendant,recreation,13111.43,2016,community and operation services,NA,part time
aquatics manager,recreation,13093.69,2016,community and operation services,NA,part time
environmental planner,comm dev & neighborhood svcs,13029.63,2016,planning development & transportation,NA,part time
traffic control supervisor,streets,12693.46,2016,planning development & transportation,NA,part time
utility worker/ parks,parks,12676.5,2016,community and operation services,NA,part time
intern,environmental services,12664,2016,sustainability services,NA,part time
utility worker/ parks,parks,12613.4,2016,community and operation services,NA,part time
program coordinator,recreation,12441,2016,community and operation services,NA,part time
aquatics manager,recreation,12382.37,2016,community and operation services,NA,part time
police corporal,patrol,12375.38,2016,police services,NA,part time
intern,ut water systems engr div,12330,2016,utility services,NA,part time
equipment operator/ parks,parks,12320.24,2016,community and operation services,NA,part time
clerical aide,recreation,12308.27,2016,community and operation services,NA,part time
intern,utilities customer connections,12148.73,2016,utility services,NA,part time
bus fueler,operation services,12038.47,2016,community and operation services,NA,part time
historic preservation planner,comm dev & neighborhood svcs,12015,2016,planning development & transportation,NA,part time
data entry clerk,operation services,12012,2016,community and operation services,NA,part time
line groundworker/hourly,electric field services,12005,2016,utility services,NA,part time
bldg & dev review tech,comm dev & neighborhood svcs,11964.01,2016,planning development & transportation,NA,part time
truck driver-streets,streets,11947.32,2016,planning development & transportation,NA,part time
secretary,operation services,11909.35,2016,community and operation services,NA,part time
police corporal,patrol,11907.8,2016,police services,NA,part time
facility attendant,recreation,11829.24,2016,community and operation services,NA,part time
utility worker/ lp,electric field services,11815.5,2016,utility services,NA,part time
figure and freestyle coach,recreation,11766.71,2016,community and operation services,NA,part time
clerical aide,cultural services,11765.06,2016,community and operation services,NA,part time
police corporal,patrol,11751.95,2016,police services,NA,part time
administrative aide,accounting and treasury,11714.15,2016,financial services,NA,part time
camera radar operator,patrol,11670.2,2016,police services,NA,part time
research assistant,cultural services,11613,2016,community and operation services,NA,part time
clerical aide,recreation,11600.91,2016,community and operation services,NA,part time
clerical aide,recreation,11577.27,2016,community and operation services,NA,part time
equipment operator/ golf,parks,11566.19,2016,community and operation services,NA,part time
clerical aide,recreation,11503.32,2016,community and operation services,NA,part time
utility worker/ parks,parks,11497.88,2016,community and operation services,NA,part time
industry cluster coordinator,economic health office,11400,2016,sustainability services,NA,part time
aquatics manager,recreation,11388.52,2016,community and operation services,NA,part time
clerical aide,recreation,11323.43,2016,community and operation services,NA,part time
utility worker/ parks,parks,11310.97,2016,community and operation services,NA,part time
clerical aide,cultural services,11296.75,2016,community and operation services,NA,part time
city planner,comm dev & neighborhood svcs,11268,2016,planning development & transportation,NA,part time
utility worker/ parks,parks,11266.07,2016,community and operation services,NA,part time
intern,utilities customer connections,11201.52,2016,utility services,NA,part time
parking attendant,parking,11194.96,2016,planning development & transportation,NA,part time
research assistant,cultural services,11193,2016,community and operation services,NA,part time
police corporal,patrol,11165.91,2016,police services,NA,part time
camera radar operator,patrol,11124,2016,police services,NA,part time
equipment operator/ cemetery,parks,11119.25,2016,community and operation services,NA,part time
utility worker/ parks,parks,11109.66,2016,community and operation services,NA,part time
clerical aide,recreation,11085.71,2016,community and operation services,NA,part time
facility attendant,recreation,10990.1,2016,community and operation services,NA,part time
facility attendant,recreation,10978.26,2016,community and operation services,NA,part time
facility custodian,cultural services,10927.7,2016,community and operation services,NA,part time
line groundworker/hrly-inactve,electric field services,10904.39,2016,utility services,NA,part time
utility worker/ parks,parks,10879,2016,community and operation services,NA,part time
aquatics manager,recreation,10869.98,2016,community and operation services,NA,part time
general interest instructor,recreation,10848.4,2016,community and operation services,NA,part time
pottery instructor,recreation,10841.59,2016,community and operation services,NA,part time
utility worker/ parks,parks,10832.55,2016,community and operation services,NA,part time
equipment operator/ parks,parks,10759.26,2016,community and operation services,NA,part time
bldg & dev review tech,comm dev & neighborhood svcs,10655.52,2016,planning development & transportation,NA,part time
clerical aide,recreation,10626.32,2016,community and operation services,NA,part time
police corporal,patrol,10598.57,2016,police services,NA,part time
utility worker/ parks,parks,10582.5,2016,community and operation services,NA,part time
utility worker/ parks,parks,10541.25,2016,community and operation services,NA,part time
facility attendant,recreation,10517.77,2016,community and operation services,NA,part time
clerical aide,recreation,10507.33,2016,community and operation services,NA,part time
gis mapping specialist,information technology,10502.46,2016,information and employee services,NA,part time
facility attendant,recreation,10465.74,2016,community and operation services,NA,part time
clerical aide,recreation,10450.89,2016,community and operation services,NA,part time
equipment operator/ golf,parks,10436.76,2016,community and operation services,NA,part time
camera radar operator,patrol,10404,2016,police services,NA,part time
figure and freestyle coach,recreation,10398,2016,community and operation services,NA,part time
youth instructor,recreation,10389.2,2016,community and operation services,NA,part time
youth sports official,recreation,10332,2016,community and operation services,NA,part time
utility worker/ parks,parks,10294.5,2016,community and operation services,NA,part time
facility attendant,recreation,10193.59,2016,community and operation services,NA,part time
gardener,cultural services,10187.5,2016,community and operation services,NA,part time
maintenance helper,operation services,10180.5,2016,community and operation services,NA,part time
intern,environmental services,10162.08,2016,sustainability services,NA,part time
junior parks crew,parks,10155.58,2016,community and operation services,NA,part time
intern,ut standards engineering div,10148.5,2016,planning development & transportation,NA,part time
youth instructor,recreation,10140.55,2016,community and operation services,NA,part time
aquatics manager,recreation,10126.72,2016,community and operation services,NA,part time
police corporal,patrol,10099.81,2016,police services,NA,part time
intern,environmental services,10002,2016,sustainability services,NA,part time
police corporal,patrol,9975.12,2016,police services,NA,part time
utility worker/ parks,parks,9943.56,2016,community and operation services,NA,part time
parking attendant,parking,9941.7,2016,planning development & transportation,NA,part time
equipment operator/ golf,parks,9900,2016,community and operation services,NA,part time
clerical aide,engineering,9887.5,2016,planning development & transportation,NA,part time
electric sys operations asst,l&p operations service unit,9870.25,2016,utility services,NA,part time
utility worker/ parks,parks,9821.5,2016,community and operation services,NA,part time
records technician,comm dev & neighborhood svcs,9770.8,2016,planning development & transportation,NA,part time
line groundworker/hrly-inactve,electric field services,9656.75,2016,utility services,NA,part time
parking attendant,parking,9589.83,2016,planning development & transportation,NA,part time
utility worker/ parks,parks,9589.18,2016,community and operation services,NA,part time
building inspector,comm dev & neighborhood svcs,9588,2016,planning development & transportation,NA,part time
utility worker/ parks,parks,9549,2016,community and operation services,NA,part time
clerical aide,cultural services,9519.25,2016,community and operation services,NA,part time
administrative assistant,cultural services,9508.22,2016,community and operation services,NA,part time
lifeguard/water safety instr.,recreation,9498.5,2016,community and operation services,NA,part time
police corporal,patrol,9497.3,2016,police services,NA,part time
aquatics manager,recreation,9483.32,2016,community and operation services,NA,part time
store clerk,recreation,9438.36,2016,community and operation services,NA,part time
fitness instructor - sr ctr,recreation,9429.5,2016,community and operation services,NA,part time
museum assistant,cultural services,9368.04,2016,community and operation services,NA,part time
utility worker/ parks,parks,9306.2,2016,community and operation services,NA,part time
utility worker/ parks,parks,9240,2016,community and operation services,NA,part time
utility worker/ parks,parks,9201.87,2016,community and operation services,NA,part time
utility worker/ parks,parks,9144.54,2016,community and operation services,NA,part time
facility attendant,recreation,9131.85,2016,community and operation services,NA,part time
econ policy & proj mgr-inactve,economic health office,9130.24,2016,sustainability services,NA,part time
administrative clerk ii,parks,9100.79,2016,community and operation services,NA,part time
waste reduct/rec prog asst ii,environmental services,9020.51,2016,sustainability services,NA,part time
lifeguard,recreation,9016.34,2016,community and operation services,NA,part time
maintenance worker-equipment,operation services,9007.52,2016,community and operation services,NA,part time
utility worker/ parks,parks,8981.07,2016,community and operation services,NA,part time
utility worker/ parks,parks,8954,2016,community and operation services,NA,part time
clerical aide,recreation,8951.76,2016,community and operation services,NA,part time
utility worker/ parks,cultural services,8940,2016,community and operation services,NA,part time
equipment operator/ golf,parking,8906.26,2016,planning development & transportation,NA,part time
skate instructor/group,recreation,8906.16,2016,community and operation services,NA,part time
utility worker/ parks,parks,8883.42,2016,community and operation services,NA,part time
utility worker/ parks,parks,8835.85,2016,community and operation services,NA,part time
fitness instructor - sr ctr,recreation,8825.5,2016,community and operation services,NA,part time
lifeguard,recreation,8810.34,2016,community and operation services,NA,part time
customer service rep ii,utilities customer connections,8790.83,2016,utility services,NA,part time
utility worker/ parks,parks,8761.08,2016,community and operation services,NA,part time
lcc stage hand,cultural services,8749,2016,community and operation services,NA,part time
secretary,engineering,8745.9,2016,planning development & transportation,NA,part time
elec doc / imaging tech,engineering,8707.84,2016,planning development & transportation,NA,part time
utility worker/ parks,parks,8687.25,2016,community and operation services,NA,part time
intern,engineering,8676.72,2016,planning development & transportation,NA,part time
forestry field worker i,parks,8669.74,2016,community and operation services,NA,part time
pottery instructor,recreation,8650,2016,community and operation services,NA,part time
intern,streets,8640.4,2016,planning development & transportation,NA,part time
facility attendant,recreation,8634.1,2016,community and operation services,NA,part time
utility worker/ parks,parks,8565,2016,community and operation services,NA,part time
line groundworker/hrly-inactve,electric field services,8553.61,2016,utility services,NA,part time
line groundworker/hrly-inactve,electric field services,8519.6,2016,utility services,NA,part time
equipment operator/ parks,parks,8491.01,2016,community and operation services,NA,part time
forestry specialist-hourly,parks,8479.5,2016,community and operation services,NA,part time
clerical aide,recreation,8475.75,2016,community and operation services,NA,part time
publicity & marketing tech,utilities customer connections,8470.39,2016,utility services,NA,part time
utility worker/ parks,parks,8467.71,2016,community and operation services,NA,part time
utility worker / water,ut water meters div,8463,2016,utility services,NA,part time
aquatics manager,recreation,8443.05,2016,community and operation services,NA,part time
utility services coordinator,utilities customer connections,8437.91,2016,utility services,NA,part time
facility custodian,cultural services,8415.24,2016,community and operation services,NA,part time
scale house attendant,streets,8360.03,2016,planning development & transportation,NA,part time
youth instructor,cultural services,8337.45,2016,community and operation services,NA,part time
lifeguard/water safety instr.,recreation,8333.1,2016,community and operation services,NA,part time
utility worker / water,ut water production div,8221.92,2016,utility services,NA,part time
line groundworker/hrly-inactve,electric field services,8195.9,2016,utility services,NA,part time
gis programmer/analyst,information technology,8194.27,2016,information and employee services,NA,part time
utility worker/ parks,parks,8186.64,2016,community and operation services,NA,part time
equipment oper- strts/traffic,streets,8185.5,2016,planning development & transportation,NA,part time
intern,streets,8164,2016,planning development & transportation,NA,part time
clerical aide,cultural services,8113.5,2016,community and operation services,NA,part time
administrative clerk i,sales tax,8108.1,2016,financial services,NA,part time
customer service rep,electric field services,8089.88,2016,utility services,NA,part time
lcc technical aide i,cultural services,8058.6,2016,community and operation services,NA,part time
utility worker/ parks,parks,8055.71,2016,community and operation services,NA,part time
sr center assistant,recreation,7970,2016,community and operation services,NA,part time
utility worker/ parks,parks,7957.46,2016,community and operation services,NA,part time
financial analyst,finance administration,7956,2016,financial services,NA,part time
traffic control supervisor,streets,7950,2016,planning development & transportation,NA,part time
intern,engineering,7923.5,2016,planning development & transportation,NA,part time
lcc technical aide i,cultural services,7903.25,2016,community and operation services,NA,part time
utility worker/ lp,electric field services,7896,2016,utility services,NA,part time
maintenance helper,operation services,7830.79,2016,community and operation services,NA,part time
equipment oper- strts/traffic,streets,7820.88,2016,planning development & transportation,NA,part time
accounting dir - inactive,accounting and treasury,7807.69,2016,financial services,NA,part time
strategic fin plnng mgr-inactv,utility financial operations,7807.03,2016,utility services,NA,part time
bus fueler,operation services,7802.9,2016,community and operation services,NA,part time
line groundworker/hrly-inactve,electric field services,7767.4,2016,utility services,NA,part time
aquatics manager,recreation,7767.32,2016,community and operation services,NA,part time
clerical aide,recreation,7741.73,2016,community and operation services,NA,part time
facility attendant,recreation,7725.84,2016,community and operation services,NA,part time
line groundworker/hrly-inactve,electric field services,7721.52,2016,utility services,NA,part time
museum assistant,cultural services,7705.21,2016,community and operation services,NA,part time
utility worker/ parks,parks,7663.55,2016,community and operation services,NA,part time
utility worker/ parks,parks,7643.2,2016,community and operation services,NA,part time
line groundworker/hrly-inactve,electric field services,7642.75,2016,utility services,NA,part time
sr sales tax auditor,sales tax,7632,2016,financial services,NA,part time
clerical aide,cultural services,7610.47,2016,community and operation services,NA,part time
equipment operator/ cemetery,recreation,7572.5,2016,community and operation services,NA,part time
utility worker/ parks,parks,7566.95,2016,community and operation services,NA,part time
fitness instructor,recreation,7555,2016,community and operation services,NA,part time
youth sports official,recreation,7501,2016,community and operation services,NA,part time
intern,city attorney's office,7500,2016,city attorney,NA,part time
equipment operator/ parks,parks,7478.5,2016,community and operation services,NA,part time
equipment operator/ golf,parks,7459.72,2016,community and operation services,NA,part time
facility custodian,cultural services,7446.2,2016,community and operation services,NA,part time
lcc stage hand,cultural services,7296.75,2016,community and operation services,NA,part time
consultant,operation services,7282.55,2016,community and operation services,NA,part time
intern,engineering,7280,2016,planning development & transportation,NA,part time
strategic finance mgr-inactive,finance administration,7271.81,2016,financial services,NA,part time
equipment operator/ golf,parks,7248.75,2016,community and operation services,NA,part time
horticulturist,cultural services,7222.9,2016,community and operation services,NA,part time
utility worker/ parks,parks,7149.04,2016,community and operation services,NA,part time
forestry field worker i,parks,7102.58,2016,community and operation services,NA,part time
waste reduct/rec prog asst ii,environmental services,7102.5,2016,sustainability services,NA,part time
equipment operator/ golf,parks,7082.5,2016,community and operation services,NA,part time
fitness instructor,recreation,7040,2016,community and operation services,NA,part time
pottery instructor,recreation,7028.2,2016,community and operation services,NA,part time
equipment operator/ parks,parks,7023.94,2016,community and operation services,NA,part time
clerical aide,recreation,7007.94,2016,community and operation services,NA,part time
utility facility locator,electric field services,7007.44,2016,utility services,NA,part time
museum assistant,cultural services,6980.06,2016,community and operation services,NA,part time
program coordinator,fc moves,6978.5,2016,planning development & transportation,NA,part time
equipment operator/ golf,parks,6957.75,2016,community and operation services,NA,part time
intern,streets,6957.45,2016,planning development & transportation,NA,part time
consultant,operation services,6944,2016,community and operation services,NA,part time
youth instructor,recreation,6922.5,2016,community and operation services,NA,part time
prsnl trainer/weight rm,recreation,6859,2016,community and operation services,NA,part time
consultant,operation services,6858,2016,community and operation services,NA,part time
forestry field worker i,parks,6831.25,2016,community and operation services,NA,part time
facility attendant,recreation,6817.09,2016,community and operation services,NA,part time
intern,comm dev & neighborhood svcs,6753.75,2016,planning development & transportation,NA,part time
clerical aide,recreation,6734.39,2016,community and operation services,NA,part time
clerical aide,recreation,6701.14,2016,community and operation services,NA,part time
fitness instructor,recreation,6630,2016,community and operation services,NA,part time
utility worker/ golf,parks,6600,2016,community and operation services,NA,part time
equipment operator/ golf,parks,6570,2016,community and operation services,NA,part time
adult sports field/gym supv,recreation,6568.6,2016,community and operation services,NA,part time
lifeguard/water safety instr.,recreation,6505.6,2016,community and operation services,NA,part time
parking attendant,parking,6489.29,2016,planning development & transportation,NA,part time
lifeguard/water safety instr.,recreation,6487.5,2016,community and operation services,NA,part time
adult sports field/gym supv,recreation,6465.25,2016,community and operation services,NA,part time
facility attendant,recreation,6380,2016,community and operation services,NA,part time
clerical aide,recreation,6358.59,2016,community and operation services,NA,part time
clerical aide,recreation,6333.64,2016,community and operation services,NA,part time
utility worker/ parks,parks,6291.47,2016,community and operation services,NA,part time
utility worker/ parks,parks,6280.25,2016,community and operation services,NA,part time
facility attendant,recreation,6256.98,2016,community and operation services,NA,part time
utility worker/ parks,parks,6254.17,2016,community and operation services,NA,part time
maintenance helper,operation services,6132.5,2016,community and operation services,NA,part time
utility worker/ parks,parks,6130.1,2016,community and operation services,NA,part time
equipment operator/ golf,parks,6127,2016,community and operation services,NA,part time
youth instructor,recreation,6083.55,2016,community and operation services,NA,part time
aquatics manager,recreation,6062.21,2016,community and operation services,NA,part time
utility worker / water,ut water meters div,6046.28,2016,utility services,NA,part time
equipment operator/ parks,parks,6042,2016,community and operation services,NA,part time
consultant,pdt administration,6040,2016,planning development & transportation,NA,part time
program coordinator,fc moves,5975.67,2016,planning development & transportation,NA,part time
aquatics manager,recreation,5965.3,2016,community and operation services,NA,part time
facility attendant,recreation,5960.41,2016,community and operation services,NA,part time
utility worker/ parks,parks,5947.25,2016,community and operation services,NA,part time
figure and freestyle coach,recreation,5945.74,2016,community and operation services,NA,part time
skate guard,recreation,5933.07,2016,community and operation services,NA,part time
farm worker,recreation,5928.79,2016,community and operation services,NA,part time
building inspector-inactive,comm dev & neighborhood svcs,5915.54,2016,planning development & transportation,NA,part time
lcc technical aide ii,cultural services,5880.75,2016,community and operation services,NA,part time
program coordinator,recreation,5880,2016,community and operation services,NA,part time
equipment operator/ cemetery,parks,5836,2016,community and operation services,NA,part time
events concierge,cultural services,5834.53,2016,community and operation services,NA,part time
alternative program leader,recreation,5829.4,2016,community and operation services,NA,part time
clerical aide,recreation,5811.77,2016,community and operation services,NA,part time
events concierge,cultural services,5773.34,2016,community and operation services,NA,part time
utility worker/ parks,parks,5768.51,2016,community and operation services,NA,part time
utility worker/ parks,parks,5747.53,2016,community and operation services,NA,part time
equipment operator/ golf,parks,5693.85,2016,community and operation services,NA,part time
specialized instructor,recreation,5682.17,2016,community and operation services,NA,part time
clerical aide,recreation,5663.79,2016,community and operation services,NA,part time
utility worker/ parks,parks,5611,2016,community and operation services,NA,part time
utility worker/ parks,parks,5572,2016,community and operation services,NA,part time
utility worker/ parks,parks,5569.38,2016,community and operation services,NA,part time
facility/event supervisor,cultural services,5558.4,2016,community and operation services,NA,part time
fitness instructor - sr ctr,recreation,5548,2016,community and operation services,NA,part time
bldg & dev review tech,comm dev & neighborhood svcs,5539.87,2016,planning development & transportation,NA,part time
swim instructor/private,recreation,5501.04,2016,community and operation services,NA,part time
exhibit worker,cultural services,5479.5,2016,community and operation services,NA,part time
specialized instructor,recreation,5464.8,2016,community and operation services,NA,part time
intern,environmental services,5457,2016,sustainability services,NA,part time
lifeguard,recreation,5448.93,2016,community and operation services,NA,part time
lifeguard,recreation,5448.02,2016,community and operation services,NA,part time
scale house attendant,streets,5443.5,2016,planning development & transportation,NA,part time
intern,engineering,5440.5,2016,planning development & transportation,NA,part time
utility worker / water,ut water production div,5424,2016,utility services,NA,part time
utility worker/ parks,parks,5415.25,2016,community and operation services,NA,part time
line groundworker/hourly,electric field services,5412.8,2016,utility services,NA,part time
building inspector-inactive,comm dev & neighborhood svcs,5400.15,2016,planning development & transportation,NA,part time
clerical aide,cultural services,5393,2016,community and operation services,NA,part time
alternative program leader,recreation,5387.5,2016,community and operation services,NA,part time
utility worker/ parks,parks,5368.96,2016,community and operation services,NA,part time
utility worker/ parks,parks,5356.88,2016,community and operation services,NA,part time
skate instructor/group,recreation,5342.4,2016,community and operation services,NA,part time
youth instructor,recreation,5320.05,2016,community and operation services,NA,part time
utility worker/ parks,parks,5296.01,2016,community and operation services,NA,part time
equipment operator/ golf,parks,5290,2016,community and operation services,NA,part time
intern,utilities customer connections,5269,2016,utility services,NA,part time
youth instructor,recreation,5269,2016,community and operation services,NA,part time
facility attendant,recreation,5256,2016,community and operation services,NA,part time
facility attendant,recreation,5175.75,2016,community and operation services,NA,part time
utility worker / water,ut water production div,5160,2016,utility services,NA,part time
utility worker/ parks,parks,5157.75,2016,community and operation services,NA,part time
lcc technical aide i,cultural services,5156.37,2016,community and operation services,NA,part time
administrative clerk i,office of the chief,5139,2016,police services,NA,part time
lcc professional stage hand,cultural services,5136,2016,community and operation services,NA,part time
equipment operator/ golf,parks,5126,2016,community and operation services,NA,part time
utility worker/ parks,parks,5120.38,2016,community and operation services,NA,part time
aquatics manager,recreation,5117.31,2016,community and operation services,NA,part time
equipment operator/ golf,parks,5113.66,2016,community and operation services,NA,part time
store clerk,recreation,5111.1,2016,community and operation services,NA,part time
maint tech-hvac-inactive,operation services,5097.62,2016,community and operation services,NA,part time
water safety instructor,recreation,5090.61,2016,community and operation services,NA,part time
administrative clerk ii,operation services,5054.66,2016,community and operation services,NA,part time
skate instructor/group,recreation,5040,2016,community and operation services,NA,part time
lifeguard,recreation,5033.76,2016,community and operation services,NA,part time
aquatics manager,recreation,5031.95,2016,community and operation services,NA,part time
figure and freestyle coach,recreation,5024.7,2016,community and operation services,NA,part time
prsnl trainer/weight rm,recreation,5010,2016,community and operation services,NA,part time
intern,cultural services,5008.5,2016,community and operation services,NA,part time
clerical aide,recreation,4971.24,2016,community and operation services,NA,part time
utility worker/ parks,parks,4970,2016,community and operation services,NA,part time
adult sports scorekeeper,recreation,4956.95,2016,community and operation services,NA,part time
equipment operator/ golf,parks,4940.27,2016,community and operation services,NA,part time
skate instructor/group,recreation,4929.4,2016,community and operation services,NA,part time
deputy court clerk i,municipal court,4909.38,2016,judicial services,NA,part time
equipment operator/ golf,parks,4880,2016,community and operation services,NA,part time
facility attendant,recreation,4854.2,2016,community and operation services,NA,part time
fitness instructor,recreation,4830.75,2016,community and operation services,NA,part time
intern,ut water production div,4815.58,2016,utility services,NA,part time
intern,information technology,4796,2016,information and employee services,NA,part time
aquatics manager,recreation,4785.99,2016,community and operation services,NA,part time
clerical aide/additional,recreation,4782.36,2016,community and operation services,NA,part time
lifeguard/water safety instr.,recreation,4766.21,2016,community and operation services,NA,part time
utility worker/ parks,parks,4702.5,2016,community and operation services,NA,part time
adult sports field/gym supv,recreation,4692,2016,community and operation services,NA,part time
pottery instructor,recreation,4655,2016,community and operation services,NA,part time
youth instructor,recreation,4655,2016,community and operation services,NA,part time
pottery instructor,recreation,4654.28,2016,community and operation services,NA,part time
facility attendant,recreation,4646.34,2016,community and operation services,NA,part time
lifeguard/water safety instr.,recreation,4644.37,2016,community and operation services,NA,part time
clerical aide,cultural services,4640.9,2016,community and operation services,NA,part time
clerical aide,cultural services,4628.8,2016,community and operation services,NA,part time
facility attendant,recreation,4627.79,2016,community and operation services,NA,part time
clerical aide,recreation,4625.1,2016,community and operation services,NA,part time
lifeguard/water safety instr.,recreation,4600.8,2016,community and operation services,NA,part time
intern,utilities customer connections,4573.25,2016,utility services,NA,part time
youth instructor,recreation,4560,2016,community and operation services,NA,part time
assistant municipal judge,municipal court,4537.5,2016,judicial services,NA,part time
facility attendant,recreation,4537.3,2016,community and operation services,NA,part time
youth instructor,recreation,4519.25,2016,community and operation services,NA,part time
utility worker/ parks,parks,4485,2016,community and operation services,NA,part time
recreation aide,recreation,4482,2016,community and operation services,NA,part time
figure and freestyle coach,recreation,4478.85,2016,community and operation services,NA,part time
truck driver-streets,streets,4477.5,2016,planning development & transportation,NA,part time
utility worker/ parks,parks,4470,2016,community and operation services,NA,part time
lcc stage hand,cultural services,4461.4,2016,community and operation services,NA,part time
lcc technical aide i,cultural services,4455.7,2016,community and operation services,NA,part time
clerical aide,recreation,4425.57,2016,community and operation services,NA,part time
accountant-inactive,accounting and treasury,4423.4,2016,financial services,NA,part time
intern,fc moves,4417.5,2016,planning development & transportation,NA,part time
utility worker/ parks,parks,4364.58,2016,community and operation services,NA,part time
utility worker/ parks,parks,4360,2016,community and operation services,NA,part time
adult sports scorekeeper,recreation,4350.29,2016,community and operation services,NA,part time
utility worker/ parks,parks,4347,2016,community and operation services,NA,part time
lifeguard/water safety instr.,recreation,4340.5,2016,community and operation services,NA,part time
waste reduct/rec prog asst ii,environmental services,4340,2016,sustainability services,NA,part time
utility worker/ parks,parks,4323.38,2016,community and operation services,NA,part time
clerical aide,recreation,4318.65,2016,community and operation services,NA,part time
lifeguard,recreation,4309.64,2016,community and operation services,NA,part time
aquatics manager,recreation,4263.6,2016,community and operation services,NA,part time
utility worker/ parks,parks,4252.5,2016,community and operation services,NA,part time
clerical aide,recreation,4233.06,2016,community and operation services,NA,part time
equipment operator/ golf,parks,4230,2016,community and operation services,NA,part time
utility worker/ parks,parks,4199.94,2016,community and operation services,NA,part time
lcc technical aide ii,cultural services,4192.5,2016,community and operation services,NA,part time
maintenance helper,parks,4186.76,2016,community and operation services,NA,part time
events concierge,cultural services,4179.5,2016,community and operation services,NA,part time
youth instructor,recreation,4159.46,2016,community and operation services,NA,part time
pottery instructor,recreation,4147.5,2016,community and operation services,NA,part time
clerical aide,recreation,4116.3,2016,community and operation services,NA,part time
equipment operator/ parks,parks,4108.68,2016,community and operation services,NA,part time
intern,parks,4106.5,2016,community and operation services,NA,part time
utility worker/ parks,parks,4074,2016,community and operation services,NA,part time
lifeguard,recreation,4031.15,2016,community and operation services,NA,part time
equipment operator/ golf,parks,4010,2016,community and operation services,NA,part time
utility worker/ parks,parks,4005,2016,community and operation services,NA,part time
skate guard,recreation,3995.57,2016,community and operation services,NA,part time
dance instructor,recreation,3994.2,2016,community and operation services,NA,part time
kitchen supervisor,cultural services,3983.65,2016,community and operation services,NA,part time
intern,economic health office,3975,2016,sustainability services,NA,part time
clerical aide,recreation,3973.44,2016,community and operation services,NA,part time
lifeguard,recreation,3962.97,2016,community and operation services,NA,part time
adult sports scorekeeper,recreation,3947.25,2016,community and operation services,NA,part time
intern,utilities customer connections,3907.5,2016,utility services,NA,part time
clerical aide,cultural services,3898.9,2016,community and operation services,NA,part time
payroll specialist,accounting and treasury,3893.31,2016,financial services,NA,part time
engineering technician,engineering,3883.93,2016,planning development & transportation,NA,part time
lifeguard,recreation,3857.15,2016,community and operation services,NA,part time
clerical aide,cultural services,3849.14,2016,community and operation services,NA,part time
fitness instructor,recreation,3834.13,2016,community and operation services,NA,part time
fitness instructor - sr ctr,recreation,3816,2016,community and operation services,NA,part time
aqua-fitness instructor,recreation,3802.75,2016,community and operation services,NA,part time
facility custodian,cultural services,3797.1,2016,community and operation services,NA,part time
adult sports field/gym supv,recreation,3786,2016,community and operation services,NA,part time
general interest instructor,recreation,3775,2016,community and operation services,NA,part time
maintenance helper,operation services,3773,2016,community and operation services,NA,part time
lifeguard,recreation,3768.02,2016,community and operation services,NA,part time
youth sports official,recreation,3759.5,2016,community and operation services,NA,part time
adult sports field/gym supv,recreation,3729,2016,community and operation services,NA,part time
intern,environmental services,3720,2016,sustainability services,NA,part time
clerical aide,recreation,3705.3,2016,community and operation services,NA,part time
utility worker/ parks,parks,3690.13,2016,community and operation services,NA,part time
skate instructor/group,recreation,3672,2016,community and operation services,NA,part time
lifeguard/water safety instr.,recreation,3670.7,2016,community and operation services,NA,part time
utility worker/ parks,parks,3641.71,2016,community and operation services,NA,part time
facility custodian,parks,3634.2,2016,community and operation services,NA,part time
lcc technical aide i,cultural services,3633.16,2016,community and operation services,NA,part time
equipment operator/ golf,parks,3629.02,2016,community and operation services,NA,part time
executive admin asst-inactive,finance administration,3609.83,2016,financial services,NA,part time
lifeguard,recreation,3609.62,2016,community and operation services,NA,part time
aquatics manager,recreation,3609.1,2016,community and operation services,NA,part time
utility worker/ parks,parks,3591,2016,community and operation services,NA,part time
adult sports field/gym supv,recreation,3561.6,2016,community and operation services,NA,part time
youth instructor,recreation,3551,2016,community and operation services,NA,part time
budget/perf measmnt mgr-inactv,budget,3537.75,2016,financial services,NA,part time
lifeguard,recreation,3537.25,2016,community and operation services,NA,part time
utility facility locator,electric field services,3526.02,2016,utility services,NA,part time
aquatics manager,recreation,3522.53,2016,community and operation services,NA,part time
youth sports official,recreation,3513.5,2016,community and operation services,NA,part time
clerical aide,finance administration,3496.5,2016,financial services,NA,part time
youth instructor,recreation,3485.13,2016,community and operation services,NA,part time
aquatics manager,recreation,3484.25,2016,community and operation services,NA,part time
youth instructor,recreation,3480.8,2016,community and operation services,NA,part time
clerical aide,recreation,3480.57,2016,community and operation services,NA,part time
sr center assistant,recreation,3475,2016,community and operation services,NA,part time
